,hometown,high school,position,status
19,"['Hometown', 'Norcross, Ga.']","['School', 'Norcross High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgia']"
20,"['Hometown', 'Marietta, Ga.']","['School', 'Wheeler High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
21,"['Hometown', 'Anaheim, Calif.']","['School', 'Esperanza High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Stanford']"
22,"['Hometown', 'East Saint Louis, Ill.']","['School', 'East St. Louis High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Missouri']"
23,"['Hometown', 'Bowie, Md.']","['School', 'Gonzaga College High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miami']"
24,"['Hometown', 'Atlanta, Ga.']","['School', 'Westlake High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Auburn']"
25,"['Hometown', 'Franklin, Mass.']","['School', 'The Rivers School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova']"
26,"['Hometown', 'Powder Springs, Ga.']","['School', 'Wheeler High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
27,"['Hometown', 'Buffalo, N.Y.']","['School', 'Vermont Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
28,"['Hometown', 'Little Rock, Ark.']","['School', 'Parkview Arts & Science Magnet High']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas']"
29,"['Hometown', 'Seattle, Wash.']","['School', 'Garfield High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Stanford']"
30,"['Hometown', 'Memphis, Tenn.']","['School', 'IMG Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
31,"['Hometown', 'Dallas, Texas']","['School', 'Skyline High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas']"
32,"['Hometown', 'Eastvale, Calif.']","['School', 'Roosevelt High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
33,"['Hometown', 'Bronx, N.Y.']","['School', 'St. Raymond High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Minnesota']"
34,"['Hometown', 'Greenbelt, Md.']","['School', 'Hargrave Military Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Xavier']"
35,"['Hometown', 'Westerville, Ohio']","['School', 'Westerville South High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
36,"['Hometown', 'Grand Rapids, Mich.']","['School', 'Grand Rapids Christian High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
37,"['Hometown', 'Miami, Fla.']","['School', 'South Miami High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma State']"
38,"['Hometown', 'Charlotte, N.C.']","['School', 'Oak Hill Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Creighton']"
39,"['Hometown', 'Baton Rouge, La.']","['School', 'Madison Prep Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Western Kentucky']"
40,"['Hometown', 'Houston, Texas']","['School', 'Aldine High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
41,"['Hometown', 'Evanston, Ill.']","['School', 'Evanston Township High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue']"
42,"['Hometown', 'Lakeville, Minn.']","['School', 'Lakeville High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wisconsin']"
43,"['Hometown', 'Massillon, Ohio']","['School', 'Jackson High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
44,"['Hometown', 'Springfield, Mass.']","['School', 'Commonwealth Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Saint Louis']"
45,"['Hometown', 'Iowa City, Iowa']","['School', 'West High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Iowa']"
46,"['Hometown', 'Blairstown, N.J.']","['School', 'Blair Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miami']"
47,"['Hometown', 'Phoenix, Ariz.']","['School', 'Corona Del Sol High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
48,"['Hometown', 'Ripley, W.Va.']","['School', 'Huntington Prep']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
49,"['Hometown', 'Washington, D.C.']","['School', 'Maret School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa']"
50,"['Hometown', 'Phoenix, Ariz.']","['School', 'Sierra Canyon High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
51,"['Hometown', 'Phoenix, Ariz.']","['School', 'Hillcrest Prep']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
52,"['Hometown', 'Atlanta, Ga.']","['School', 'Pace Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
53,"['Hometown', 'Mableton, Ga.']","['School', 'Pebblebrook High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Alabama']"
54,"['Hometown', 'Indianapolis, Ind.']","['School', 'La Lumiere School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
55,"['Hometown', 'New Orleans, La.']","['School', 'Chalmette High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
56,"['Hometown', 'Reading, Pa.']","['School', 'Reading High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miami']"
57,"['Hometown', 'Las Vegas, Nev.']","['School', 'Centennial High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
58,"['Hometown', 'Queens, N.Y.']","['School', 'The Patrick School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
59,"['Hometown', 'Houston, Texas']","['School', 'Victory Prep Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
60,"['Hometown', 'Toronto, Ontario, Canada']","['School', 'Hamilton Heights Christian Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Tech']"
61,"['Hometown', 'Norman, Okla.']","['School', 'Norman North High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma']"
62,"['Hometown', 'Seattle, Wash.']","['School', 'Nathan Hale High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Missouri']"
63,"['Hometown', 'Jonesboro, Ga.']","['School', 'Jonesboro High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida State']"
64,"['Hometown', 'Fort Wayne, Ind.']","['School', 'R. Nelson Snider High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
65,"['Hometown', 'Norfolk, Va.']","['School', 'Oak Hill Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
66,"['Hometown', 'Orlando, Fla.']","['School', 'First Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wake Forest']"
67,"['Hometown', 'Hamilton, Ontario, Canada']","['School', 'Hamilton Heights Christian Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
68,"['Hometown', 'Yonkers, N.Y.']","['School', 'Westtown School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
69,"['Hometown', 'Dartmouth, N.S., Canada']","['School', 'Oak Hill Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State']"
70,"['Hometown', 'Los Angeles, Calif.']","['School', 'Bishop Montgomery High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon State']"
71,"['Hometown', 'Winnipeg, MB, Canada']","['School', 'Wasatch Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
72,"['Hometown', 'Chatsworth, Calif.']","['School', 'Sierra Canyon High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
73,"['Hometown', 'El Dorado, Ark.']","['School', 'El Dorado High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas']"
74,"['Hometown', 'Corona, Calif.']","['School', 'Centennial High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
75,"['Hometown', 'Milwaukee, Wis.']","['School', 'La Lumiere School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan']"
76,"['Hometown', 'Bowie, Md.']","['School', 'DeMatha Catholic High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Notre Dame']"
77,"['Hometown', 'Belleville, Ill.']","['School', 'Althoff Catholic High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Saint Louis']"
78,"['Hometown', 'Providence, R.I.']","['School', 'New Hampton School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona State']"
79,"['Hometown', 'Seattle, Wash.']","['School', 'Garfield High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Washington']"
80,"['Hometown', 'Milwaukee, Wis.']","['School', 'Riverside University High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State']"
81,"['Hometown', 'Stockbridge, Ga.']","['School', 'Liberty County High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Auburn']"
82,"['Hometown', 'Atlanta, Ga.']","['School', 'Southwest Atlanta Christian Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
83,"['Hometown', 'Minneapolis, Minn.']","['School', 'Cristo Rey Jesuit High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
84,"['Hometown', 'Los Angeles, Calif.']","['School', 'Crossroads School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
85,"['Hometown', 'Colorado Springs, Colo.']","['School', 'Sand Creek High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Colorado']"
86,"['Hometown', 'North Andover, Mass.']","['School', 'Cushing Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Tech']"
87,"['Hometown', 'Kalamazoo, Mich.']","['School', 'Kalamazoo Central High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan']"
88,"['Hometown', 'Middletown, Del.']","['School', 'Appoquinimink High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Seton Hall']"
89,"['Hometown', 'Lafayette, La.']","['School', 'Lafayette Christian Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
90,"['Hometown', 'Alvin, Texas']","['School', 'Alvin High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas A&M']"
91,"['Hometown', 'Atlanta, Ga.']","['School', 'Greenforest Christian Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Florida State']"
92,"['Hometown', 'Chatsworth, Calif.']","['School', 'Sierra Canyon High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona State']"
93,"['Hometown', 'Milton, Ga.']","['School', 'Milton High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
94,"['Hometown', 'Austin, Texas']","['School', 'McNeil High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
95,"['Hometown', 'Buffalo Grove, Ill.']","['School', 'Adlai E. Stevenson High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Indiana']"
96,"['Hometown', 'Peoria, Ill.']","['School', 'Manual High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois']"
97,"['Hometown', 'Washington, D.C.']","['School', 'Massanutten Military Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgetown']"
98,"['Hometown', 'Concord, N.C.']","['School', 'J. M. Robinson High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'NC State']"
99,"['Hometown', 'Chapel Hill, N.C.']","['School', 'Word of God Christian Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Missouri']"
