,hometown,high school,position,status
21,"['Hometown', 'Scarborough, Ont., Canada']","['School', 'Huntington Prep']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida State                 ']"
22,"['Hometown', 'Wichita, Kan.']","['School', 'Wichita North High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas                        ']"
23,"['Hometown', 'Raleigh, N.C.']","['School', 'Hargrave Military Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville                    ']"
24,"['Hometown', 'Bothell, Wash.']","['School', 'Bothell High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA                          ']"
25,"['Hometown', 'District Heights, Md.']","['School', 'Suitland High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland                      ']"
26,"['Hometown', 'Hampton, Va.']","['School', 'Oak Hill Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Indiana                       ']"
27,"['Hometown', 'Philadelphia, Pa.']","['School', 'Imhotep Institute Charter High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Providence                    ']"
28,"['Hometown', 'Baltimore, Md.']","['School', 'Mount St. Joseph High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State                    ']"
29,"['Hometown', 'Raytown, Mo.']","['School', 'Montrose Christian School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Baylor                        ']"
30,"['Hometown', 'Toledo, Ohio']","['School', ""Saint John's High School""]","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State                    ']"
31,"['Hometown', 'Fort Walton Beach, Fla.']","['School', 'Fort Walton Beach High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'South Florida                 ']"
32,"['Hometown', 'Belleville, Ill.']","['School', 'Belleville East High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois                      ']"
33,"['Hometown', 'Oklahoma City, Okla.']","['School', 'Douglass High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma State                ']"
34,"['Hometown', 'New Haven, Ind.']","['School', 'New Haven High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Notre Dame                    ']"
35,"['Hometown', 'Charlotte, N.C.']","['School', 'Findlay College Prep']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Baylor                        ']"
36,"['Hometown', 'Huntington Beach, Calif.']","['School', 'Brethren Christian High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UC-Irvine                     ']"
37,"['Hometown', 'Tacoma, Wash.']","['School', 'Lincoln High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Colorado                      ']"
38,"['Hometown', 'Long Beach, Calif.']","['School', 'Long Beach Polytechnic High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon                        ']"
39,"['Hometown', 'Savannah, Ga.']","['School', 'Johnson High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU                           ']"
40,"['Hometown', 'Ardmore, Pa.']","['School', 'Lower Merion High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse                      ']"
41,"['Hometown', 'Flint, Mich.']","['School', 'Beecher High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State                    ']"
42,"['Hometown', 'Inglewood, Calif.']","['School', 'Inglewood High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Xavier                        ']"
43,"['Hometown', 'Antioch, Calif.']","['School', 'Deer Valley High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UNLV                          ']"
44,"['Hometown', 'Round Rock, Texas']","['School', 'Huntington Prep']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis                       ']"
45,"['Hometown', 'Washington, D.C.']","['School', 'Sidwell Friends School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova                     ']"
46,"['Hometown', 'Chicago, Ill.']","['School', 'Morgan Park High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'DePaul                        ']"
47,"['Hometown', 'Encino, Calif.']","['School', 'Crespi Carmelite High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia                      ']"
48,"['Hometown', 'Glen Head, N.Y.']","['School', 'Long Island Lutheran High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Connecticut                   ']"
49,"['Hometown', 'Johnson City, Tenn.']","['School', 'Christ School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Alabama                       ']"
50,"['Hometown', 'Thornhill, Ont., Canada']","['School', 'Huntington Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas                        ']"
51,"['Hometown', 'McKinney, Texas']","['School', 'Prestonwood Christian Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky                      ']"
52,"['Hometown', 'Richmond, Texas']","['School', 'Travis High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky                      ']"
53,"['Hometown', 'Bronx, N.Y.']","['School', 'Montverde Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky                      ']"
54,"['Hometown', 'Richmond, Texas']","['School', 'Travis High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky                      ']"
55,"['Hometown', 'Baton Rouge, La.']","['School', 'Madison Prep Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU                           ']"
56,"['Hometown', 'Haverhill, Mass.']","['School', 'New Hampton School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Indiana                       ']"
57,"['Hometown', 'Eads, Tenn.']","['School', 'Briarcrest Christian High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis                       ']"
58,"['Hometown', 'Philadelphia, Pa.']","['School', 'Roberts Vaux High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', ""St. John's                    ""]"
59,"['Hometown', 'Happy Valley, Ore.']","['School', 'Findlay College Prep']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Washington                    ']"
60,"['Hometown', 'Chester, Pa.']","['School', 'Chester High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona                       ']"
61,"['Hometown', 'Richmond, Calif.']","['School', 'Salesian High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'California                    ']"
62,"['Hometown', 'Antioch, Calif.']","['School', 'Deer Valley High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky                      ']"
63,"['Hometown', 'Memphis, Tenn.']","['School', 'Southwind High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette                     ']"
64,"['Hometown', 'Newbern, Tenn.']","['School', 'Dyer County High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Tennessee                     ']"
65,"['Hometown', 'Union, N.J.']","['School', 'Roselle Catholic High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse                      ']"
66,"['Hometown', 'Windsor, Conn.']","['School', 'Fishburne Military School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis                       ']"
67,"['Hometown', 'Springfield Gardens, N.Y.']","['School', 'Pope John XXIII High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Cincinnati                    ']"
68,"['Hometown', 'Memphis, Tenn.']","['School', 'East High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis                       ']"
69,"['Hometown', 'Milwaukee, Wis.']","['School', 'Vincent High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette                     ']"
70,"['Hometown', 'Lancaster, S.C.']","['School', 'Oak Hill Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'South Carolina                ']"
71,"['Hometown', 'New Albany, Miss.']","['School', 'Huntington Prep']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas                      ']"
72,"['Hometown', 'Highland, Utah']","['School', 'Lone Peak High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Brigham Young                 ']"
73,"['Hometown', 'Monroe, Ga.']","['School', 'Tift County High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas                        ']"
74,"['Hometown', 'Dallas, Texas']","['School', 'Justin F. Kimball High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Southern Methodist            ']"
75,"['Hometown', 'Onalaska, Wis.']","['School', 'Onalaska High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State                    ']"
76,"['Hometown', 'Milwaukee, Wis.']","['School', 'Dominican High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette                     ']"
77,"['Hometown', 'Memphis, Tenn.']","['School', 'Southwind High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Missouri                      ']"
78,"['Hometown', 'McKeesport, Pa.']","['School', ""Saint Benedict's Prep""]","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Pittsburgh                    ']"
79,"['Hometown', 'Charlotte, N.C.']","['School', 'West Charlotte High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina                ']"
80,"['Hometown', 'Chicago, Ill.']","['School', 'Simeon Career Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois                      ']"
81,"['Hometown', 'Hackensack, N.J.']","['School', 'Hudson Catholic High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgetown                    ']"
82,"['Hometown', 'Saint Charles, Ill.']","['School', 'St. Charles East High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue                        ']"
83,"['Hometown', 'Germantown, Md.']","['School', 'DeMatha Catholic High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina State          ']"
84,"['Hometown', 'Greensboro, Ala.']","['School', 'Greensboro High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Alabama                       ']"
85,"['Hometown', 'Palmdale, Calif.']","['School', 'Findlay College Prep']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UNLV                          ']"
86,"['Hometown', 'Upper Marlboro, Md.']","['School', 'Gonzaga College High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova                     ']"
87,"['Hometown', 'Omaha, Neb.']","['School', 'Omaha Central High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville                    ']"
88,"['Hometown', 'Dallas, Texas']","['School', 'Prime Prep Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'TCU                           ']"
89,"['Hometown', 'Romulus, Mich.']","['School', 'Romulus High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Missouri                      ']"
90,"['Hometown', 'Baton Rouge, La.']","['School', 'Scotlandville Magnet High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Vanderbilt                    ']"
91,"['Hometown', 'Toledo, Ohio']","['School', 'Whitmer High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wisconsin                     ']"
92,"['Hometown', 'Richardson, Texas']","['School', 'L. V. Berkner High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas                         ']"
93,"['Hometown', 'Albuquerque, N.M.']","['School', 'Eldorado High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'New Mexico                    ']"
94,"['Hometown', 'Whitehouse, Ohio']","['School', 'Anthony Wayne High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan                      ']"
95,"['Hometown', 'Lake Hopatcong, N.J.']","['School', ""Gill St. Bernard's School""]","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Seton Hall                    ']"
96,"['Hometown', 'Dublin, Calif.']","['School', 'De La Salle High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona                       ']"
97,"['Hometown', 'Orlando, Fla.']","['School', 'Dr. Phillips High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis                       ']"
98,"['Hometown', 'Champlin, Minn.']","['School', 'Brewster Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina State          ']"
99,"['Hometown', 'Fairfax, Va.']","['School', 'Findlay College Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Indiana                       ']"
