,hometown,high school,position,status
82,"['Hometown', 'New Orleans, La.']","['School', 'McDonogh 35 High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Massachusetts']"
83,"['Hometown', 'Owensboro, Ky.']","['School', '22ft Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miss St']"
84,"['Hometown', 'Gilbert, Ariz.']","['School', 'Gilbert Christian High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas']"
85,"['Hometown', 'Edmond, Okla.']","['School', 'Edmond Memorial High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma']"
86,"['Hometown', 'Montverde, Fla.']","['School', 'Montverde Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
87,"['Hometown', 'Durham, N.C.']","['School', 'Voyager Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia']"
88,"['Hometown', 'Jersey City, N.J.']","['School', 'Brewster Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Syracuse']"
89,"['Hometown', 'Marietta, Ga.']","['School', 'Wheeler High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona State']"
90,"['Hometown', 'Santa Monica, Calif.']","['School', 'Santa Monica High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC']"
91,"['Hometown', 'Trenton, N.J.']","['School', 'South Kent School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Seton Hall']"
92,"['Hometown', 'Chicago, Ill.']","['School', 'Simeon Career Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
93,"['Hometown', 'Philadelphia, Pa.']","['School', '22ft Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'South Carolina']"
94,"['Hometown', 'Dallas, Texas']","['School', 'Mountain Mission School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona State']"
95,"['Hometown', 'Houston, Texas']","['School', 'SATCH Homeschool']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas A&M']"
96,"['Hometown', 'Norfolk, Va.']","['School', 'Quality Education Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas A&M']"
97,"['Hometown', 'Queens, N.Y.']","['School', 'Putnam Science Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Connecticut']"
98,"['Hometown', 'Denver, Colo.']","['School', 'Brewster Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Providence']"
99,"['Hometown', 'Woodstock, Ga.']","['School', 'The Walker School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Harvard']"
