,hometown,high school,position,status
72,"['Hometown', 'Washington, N.C.']","['School', 'The Miller School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland                      ']"
73,"['Hometown', 'Robinson, Ill.']","['School', 'Robinson High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois                      ']"
74,"['Hometown', 'Charlotte, N.C.']","['School', 'West Charlotte High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wake Forest']"
75,"['Hometown', 'Jacksonville, Fla.']","['School', 'Providence School of Jacksonville']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
76,"['Hometown', 'Decatur, Ga.']","['School', 'Montverde Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette']"
77,"['Hometown', 'Montgomery, Ala.']","['School', 'Flora MacDonald Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\xa010/20/2010\n\t\t\t\t\t\t\t\t']"
78,"['Hometown', 'Los Angeles, Calif.']","['School', 'Price High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'California                    ']"
79,"['Hometown', 'Memphis, Tenn.']","['School', 'Ridgeway High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis                       ']"
80,"['Hometown', 'Fort Wayne, Ind.']","['School', 'Blackhawk Christian School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State                ']"
81,"['Hometown', 'Baltimore, Md.']","['School', 'Brewster Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse                      ']"
82,"['Hometown', 'Santa Ana, Calif.']","['School', 'Mater Dei High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'California                    ']"
83,"['Hometown', 'Augusta, Ga.']","['School', 'Hotchkiss School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgia Tech                  ']"
84,"['Hometown', 'Woodland Hills, Calif.']","['School', 'Taft High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC                           ']"
85,"['Hometown', 'South Euclid, Ohio']","['School', 'Oak Hill Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Dayton                        ']"
86,"['Hometown', 'Poca, W.Va.']","['School', 'Logan High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'West Virginia                 ']"
87,"['Hometown', 'Amarillo, Texas']","['School', 'Palo Duro High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma State                ']"
88,"['Hometown', 'Brentwood, N.Y.']","['School', 'South Kent School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Pittsburgh                    ']"
89,"['Hometown', 'Chicago, Ill.']","['School', 'Rich South High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois                      ']"
90,"['Hometown', 'Huntington Beach, Calif.']","['School', 'Ocean View High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Stanford                      ']"
91,"['Hometown', 'North Charleston, S.C.']","['School', 'Fort Dorchester High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'South Carolina                ']"
92,"['Hometown', 'Yazoo City, Miss.']","['School', 'Yazoo City High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Mississippi                   ']"
93,"['Hometown', 'Metairie, La.']","['School', 'Metairie Park Country Day School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU                           ']"
94,"['Hometown', 'Saginaw, Mich.']","['School', 'Arthur Hill High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC                           ']"
95,"['Hometown', 'Phoenix, Ariz.']","['School', 'North High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona                       ']"
96,"['Hometown', 'Miami, Fla.']","['School', 'Palmetto High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan                      ']"
97,"['Hometown', 'State College, Pa.']","['School', 'State College High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Penn State']"
98,"['Hometown', 'Tucson, Ariz.']","['School', 'Santa Rita High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland                      ']"
99,"['Hometown', 'Los Alamos, N.M.']","['School', 'Los Alamos High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'New Mexico                    ']"
