,hometown,high school,position,status
14,"['Hometown', 'North Hollywood, Calif.']","['School', 'Harvard Westlake High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Kentucky']"
15,"['Hometown', 'Los Angeles, Calif.']","['School', 'Sierra Canyon High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
16,"['Hometown', 'Gainesville, Fla.']","['School', 'The Villages Charter High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
17,"['Hometown', 'Fort Wayne, Ind.']","['School', 'La Lumiere School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
18,"['Hometown', 'Belleville, Ill.']","['School', 'Belleville West High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
19,"['Hometown', 'Powder Springs, Ga.']","['School', 'McEachern High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Auburn']"
20,"['Hometown', 'Bronx, N.Y.']","['School', 'Brewster Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
21,"['Hometown', 'Kissimmee, Fla.']","['School', 'Montverde Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
22,"['Hometown', 'New Haven, Mich.']","['School', 'New Haven High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'DePaul']"
23,"['Hometown', 'Sharon, Pa.']","['School', 'Kennedy Catholic High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'West Virginia']"
24,"['Hometown', 'Middle Village, N.Y.']","['School', 'Oak Hill Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Illinois']"
25,"['Hometown', 'Woodmere, N.Y.']","['School', 'Lawrence Woodmere Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
26,"['Hometown', 'Accokeek, Md.']","['School', 'DeMatha Catholic High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova']"
27,"['Hometown', 'Rancho Santa Margarita, Calif.']","['School', 'Santa Margarita Catholic High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC']"
28,"['Hometown', 'Denton, Texas']","['School', 'John H. Guyer High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma']"
29,"['Hometown', 'Chandler, Ariz.']","['School', 'AZ Compass Prep']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland']"
30,"['Hometown', 'Spokane, Wash.']","['School', 'Gonzaga Preparatory School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
31,"['Hometown', 'Iowa City, Iowa']","['School', 'West High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa']"
32,"['Hometown', 'Hopkins, S.C.']","['School', 'Oak Hill Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgia']"
33,"['Hometown', 'Fayetteville, N.C.']","['School', 'Trinity Christian School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Providence']"
34,"['Hometown', 'District Heights, Md.']","['School', 'Woodrow Wilson High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland']"
35,"['Hometown', 'Holly Springs, N.C.']","['School', 'Holly Springs High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia']"
36,"['Hometown', 'Fairmont, W.Va.']","['School', 'Fairmont Senior High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'West Virginia']"
37,"['Hometown', 'Seattle, Wash.']","['School', 'Findlay College Prep']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'TCU']"
38,"['Hometown', 'Providence, R.I.']","['School', ""St. Andrew's School""]","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse']"
39,"['Hometown', 'Fairfax, Va.']","['School', 'Paul VI High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
40,"['Hometown', 'Houston, Texas']","['School', 'Houston Christian High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Georgia']"
41,"['Hometown', 'Trenton, N.J.']","['School', 'Monsignor Bonner High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miami']"
42,"['Hometown', 'Memphis, Tenn.']","['School', 'Wooddale High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
43,"['Hometown', 'Florence, Miss.']","['School', 'Florence High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Alabama']"
44,"['Hometown', 'Hopkinsville, Ky.']","['School', 'University Heights Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Xavier']"
45,"['Hometown', 'Sulphur Springs, Texas']","['School', 'Sulphur Springs High']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma']"
46,"['Hometown', 'Montverde, Fla.']","['School', 'CBD Montverde Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
47,"['Hometown', 'Chicago, Ill.']","['School', 'IMG Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Texas Tech']"
48,"['Hometown', 'West Chester, Pa.']","['School', 'Westtown School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UConn']"
49,"['Hometown', 'Syracuse, N.Y.']","['School', 'Vermont Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Marquette']"
50,"['Hometown', 'Memphis, Tenn.']","['School', 'East High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis']"
51,"['Hometown', 'Rochester, N.Y.']","['School', 'La Lumiere School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Washington']"
52,"['Hometown', 'Little Elm, Texas']","['School', 'Little Elm High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
53,"['Hometown', 'Federal Way, Wash.']","['School', 'Federal Way High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Washington']"
54,"['Hometown', 'Scottsdale, Ariz.']","['School', 'Pinnacle High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
55,"['Hometown', 'Rochester, Minn.']","['School', 'John Marshall High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
56,"['Hometown', 'Dallas, Texas']","['School', 'South Garland High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
57,"['Hometown', 'Tinton Falls, N.J.']","['School', 'Ranney School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova']"
58,"['Hometown', 'Bronx, N.Y.']","['School', 'Montverde Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Memphis']"
59,"['Hometown', 'Mountain Brook, Ala.']","['School', 'Mountain Brook High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
60,"['Hometown', 'Chino Hills, Calif.']","['School', 'SPIRE Institute']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
61,"['Hometown', 'Sanford, Fla.']","['School', 'Oak Ridge High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
62,"['Hometown', 'Olive Branch, Miss.']","['School', 'Olive Branch High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis']"
63,"['Hometown', 'Greenwood, Ind.']","['School', 'Center Grove High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Indiana']"
64,"['Hometown', 'Wichita, Kan.']","['School', 'Sunrise Christian Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Oregon']"
65,"['Hometown', 'Mansfield, Texas']","['School', 'Duncanville High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas Tech']"
66,"['Hometown', 'Detroit, Mich.']","['School', 'SPIRE Institute']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
67,"['Hometown', 'Bettendorf, Iowa']","['School', 'Bettendorf High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
68,"['Hometown', 'Austin, Texas']","['School', 'Westlake High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
69,"['Hometown', 'San Diego, Calif.']","['School', 'Mission Bay High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis']"
70,"['Hometown', 'Flint, Mich.']","['School', 'Bella Vista College Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
71,"['Hometown', 'Cleveland, Ohio']","['School', 'Brewster Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
72,"['Hometown', 'Milton, Ontario, Canada']","['School', 'Bella Vista College Prep']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Oregon']"
73,"['Hometown', 'Richardson, Texas']","['School', 'J. J. Pearce High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
74,"['Hometown', 'Minnetonka, Minn.']","['School', 'Hopkins High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
75,"['Hometown', 'Montverde, Fla.']","['School', 'Montverde Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida State']"
76,"['Hometown', 'Wolfeboro, N.H.']","['School', 'Brewster Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
77,"['Hometown', 'Detroit, Mich.']","['School', 'Montverde Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miami']"
78,"['Hometown', 'Aurora, Ill.']","['School', 'Sunrise Christian Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
79,"['Hometown', 'Washington, D.C.']","['School', ""St. John's College High School""]","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia']"
80,"['Hometown', 'American Fork, Utah']","['School', 'American Fork High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
81,"['Hometown', 'Manchester, N.H.']","['School', 'Putnam Science Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'UConn']"
82,"['Hometown', 'Columbia, S.C.']","['School', 'Liberty Heights Athletic Institute']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Alabama']"
83,"['Hometown', 'Ypsilanti, Mich.']","['School', 'Sunrise Christian Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Missouri']"
84,"['Hometown', 'Brooklyn, N.Y.']","['School', 'The MacDuffie School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UConn']"
85,"['Hometown', 'Montgomery, Ala.']","['School', 'Carver High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgia']"
86,"['Hometown', 'Denton, Texas']","['School', 'John H. Guyer High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Kansas']"
87,"['Hometown', 'Woodstock, Conn.']","['School', 'Woodstock Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Massachusetts']"
88,"['Hometown', 'William Grove, Pa.']","['School', 'Abington High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova']"
89,"['Hometown', 'Louisville, Ky.']","['School', 'Trinity High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
90,"['Hometown', 'Walkertown, N.C.']","['School', 'Walkertown High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Virginia Tech']"
91,"['Hometown', 'Edison, N.J.']","['School', 'Trenton Catholic Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Butler']"
92,"['Hometown', 'Bradenton, Fla.']","['School', 'IMG Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Memphis']"
93,"['Hometown', 'Fayetteville, N.C.']","['School', 'Northwood Temple Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
94,"['Hometown', 'Phoenix, Ariz.']","['School', 'EDUPRIZE Schools']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ole Miss']"
95,"['Hometown', 'Chicago, Ill.']","['School', 'Uplift Community High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'DePaul']"
96,"['Hometown', 'Marysville, Wash.']","['School', 'Marysville-Pilchuck High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Washington']"
97,"['Hometown', 'Hesperia, Calif.']","['School', 'Hesperia High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Alabama']"
98,"['Hometown', 'Camarillo, Calif.']","['School', 'Adolfo Camarillo High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
99,"['Hometown', 'Fort Bend, Texas']","['School', 'Elkins High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
