,hometown,high school,position,status
62,"['Hometown', 'Philadelphia, Pa.']","['School', ""Friends' Central School""]","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke                          ']"
63,"['Hometown', 'Chesterton, Ind.']","['School', 'Brewster Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan                      ']"
64,"['Hometown', 'Durham, N.C.']","['School', 'Brewster Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina State          ']"
65,"['Hometown', 'Decatur, Ga.']","['School', 'Southwest DeKalb High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Memphis                       ']"
66,"['Hometown', 'Snellville, Ga.']","['School', 'Shiloh High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgia Tech                  ']"
67,"['Hometown', 'Wichita, Kan.']","['School', 'Wichita Heights High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas                        ']"
68,"['Hometown', 'Hyattsville, Md.']","['School', 'DeMatha Catholic High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse                      ']"
69,"['Hometown', 'Sioux City, Iowa']","['School', 'East High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa                          ']"
70,"['Hometown', 'Lawrenceville, Ga.']","['School', 'Oak Hill Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA                          ']"
71,"['Hometown', 'Hyattsville, Md.']","['School', 'DeMatha Catholic High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Pittsburgh                    ']"
72,"['Hometown', 'Columbus, Ohio']","['School', 'Huntington Prep']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
73,"['Hometown', 'San Juan Capistrano, Calif.']","['School', 'Mater Dei High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UNLV                          ']"
74,"['Hometown', 'Rockville, Md.']","['School', 'Montrose Christian School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia                      ']"
75,"['Hometown', 'Houston, Texas']","['School', 'Homeschool Christian Youth Association']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Houston                       ']"
76,"['Hometown', 'Fresno, Texas']","['School', 'Findlay College Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'San Diego State               ']"
77,"['Hometown', 'West Chester, Pa.']","['School', 'Westtown School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova                     ']"
78,"['Hometown', 'Methuen, Mass.']","['School', 'The Tilton School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State                    ']"
79,"['Hometown', 'Indianapolis, Ind.']","['School', 'Oak Hill Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgetown                    ']"
80,"['Hometown', 'Fort Lauderdale, Fla.']","['School', 'Dwyer High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina                ']"
81,"['Hometown', 'Richmond, Calif.']","['School', 'Findlay College Prep']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon                        ']"
82,"['Hometown', 'Saint Louis, Mo.']","['School', 'Cardinal Ritter College Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Notre Dame                    ']"
83,"['Hometown', 'Las Vegas, Nev.']","['School', 'Bishop Gorman High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Stanford                      ']"
84,"['Hometown', 'Temecula, Calif.']","['School', 'Mater Dei High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Colorado                      ']"
85,"['Hometown', 'Menomonee Falls, Wis.']","['School', 'Menomonee Falls High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina                ']"
86,"['Hometown', 'New Orleans, La.']","['School', 'Saint Augustine High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas                         ']"
87,"['Hometown', 'Shaker Heights, Ohio']","['School', 'Shaker Heights High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
88,"['Hometown', 'Mississauga, Ont., Canada']","['School', ""Saint Mark's School""]","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan                      ']"
89,"['Hometown', 'Centereach, N.Y.']","['School', 'Our Savior New American School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', ""St. John's                    ""]"
90,"['Hometown', 'Charlotte, N.C.']","['School', 'Hargrave Military Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wake Forest                   ']"
91,"['Hometown', 'Carmel, Ind.']","['School', 'Oak Hill Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue                        ']"
92,"['Hometown', 'Chicago, Ill.']","['School', 'Simeon Career Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette                     ']"
93,"['Hometown', 'Medina, Ohio']","['School', 'Medina Senior High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State                ']"
94,"['Hometown', 'Fort Wayne, Ind.']","['School', 'La Lumiere School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue                        ']"
95,"['Hometown', 'Tarboro, N.C.']","['School', 'Hargrave Military Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville                    ']"
96,"['Hometown', 'Philadelphia, Pa.']","['School', ""Boys' Latin of Philadelphia Charter Scho""]","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Boston University             ']"
97,"['Hometown', 'San Antonio, Texas']","['School', 'Churchill High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas                         ']"
98,"['Hometown', 'Midlothian, Va.']","['School', 'Benedictine College Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Commonwealth         ']"
99,"['Hometown', 'Lansing, Mich.']","['School', 'Sexton High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State                ']"
