,hometown,high school,position,status
13,"['Hometown', 'Jackson, Miss.']","['School', 'Huntington Prep']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
14,"['Hometown', 'Sacramento, Calif.']","['School', 'Sheldon High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona State']"
15,"['Hometown', 'Albany, N.Y.']","['School', 'The Albany Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UConn']"
16,"['Hometown', 'Hyattsville, Md.']","['School', 'DeMatha Catholic High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miami']"
17,"['Hometown', 'Memphis, Tenn.']","['School', 'IMG Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ole Miss']"
18,"['Hometown', 'Hyattsville, Md.']","['School', 'DeMatha Catholic High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan']"
19,"['Hometown', 'White Plains, N.Y.']","['School', 'Archbishop Stepinac High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
20,"['Hometown', 'Little Rock, Ark.']","['School', 'Montverde Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas']"
21,"['Hometown', 'Seattle, Wash.']","['School', 'Dream City Christian']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
22,"['Hometown', 'Prior Lake, Minn.']","['School', 'Prior Lake High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette']"
23,"['Hometown', 'Baton Rouge, La.']","['School', 'Scotlandville Magnet High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia']"
24,"['Hometown', 'Montclair, N.J.']","['School', 'Roselle Catholic High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Rutgers']"
25,"['Hometown', 'Oklahoma City, Okla.']","['School', 'Putnam City West High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma State']"
26,"['Hometown', 'Bradenton, Fla.']","['School', 'IMG Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
27,"['Hometown', 'Murrieta, Calif.']","['School', 'Rancho Christian School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
28,"['Hometown', 'Saint Louis, Mo.']","['School', 'Vashon High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
29,"['Hometown', 'Tempe, Ariz.']","['School', 'Hillcrest Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
30,"['Hometown', 'Loganville, Ga.']","['School', 'The Skill Factory Prep School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
31,"['Hometown', 'Oskaloosa, Iowa']","['School', 'Oskaloosa High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State']"
32,"['Hometown', 'Loganville, Ga.']","['School', 'Grayson High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Mississippi State']"
33,"['Hometown', 'Baltimore, Md.']","['School', 'Polytechnic Institute High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette']"
34,"['Hometown', 'Decatur, Ga.']","['School', 'Hargrave Military Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgia']"
35,"['Hometown', 'Las Vegas, Nev.']","['School', 'Huntington Prep']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'West Virginia']"
36,"['Hometown', 'Toledo, Ohio']","['School', 'Montverde Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan']"
37,"['Hometown', 'Alpharetta, Ga.']","['School', 'St. Francis High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Xavier']"
38,"['Hometown', 'Newark, N.J.']","['School', 'Roselle Catholic High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Xavier']"
39,"['Hometown', 'Butler, Pa.']","['School', 'Butler Senior High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue']"
40,"['Hometown', 'Goshen, Ky.']","['School', 'North Oldham High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Auburn']"
41,"['Hometown', 'Washington, D.C.']","['School', 'Gonzaga College High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan']"
42,"['Hometown', 'Jacksonville, Ark.']","['School', 'Jacksonville High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas']"
43,"['Hometown', 'Brooklyn, N.Y.']","['School', 'Brewster Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse']"
44,"['Hometown', 'Glendale, Wis.']","['School', 'Oak Hill Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Georgetown']"
45,"['Hometown', 'Concord, N.H.']","['School', 'Saint Paul High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Indiana']"
46,"['Hometown', 'Lyndhurst, Ohio']","['School', 'Brush High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Pittsburgh']"
47,"['Hometown', 'Indianapolis, Ind.']","['School', 'Lawrence Central High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
48,"['Hometown', 'Pembroke Pines, Fla.']","['School', 'Blanche Ely High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State']"
49,"['Hometown', 'Saint Paul, Minn.']","['School', 'East Ridge High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wisconsin']"
50,"['Hometown', 'Fresno, Calif.']","['School', 'Prolific Prep']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
51,"['Hometown', 'Temecula, Calif.']","['School', 'Rancho Christian School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC']"
52,"['Hometown', 'Minneapolis, Minn.']","['School', 'Minnehaha Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
53,"['Hometown', 'Chatsworth, Calif.']","['School', 'Sierra Canyon High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Stanford']"
54,"['Hometown', 'Wolfeboro, N.H.']","['School', 'Brewster Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
55,"['Hometown', 'Winterville, N.C.']","['School', 'Montverde Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
56,"['Hometown', 'Fairburn, Ga.']","['School', 'Woodward Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
57,"['Hometown', 'Phoenix, Ariz.']","['School', 'Hillcrest Prep']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
58,"['Hometown', 'Saint Louis, Mo.']","['School', 'Christian Brothers College High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
59,"['Hometown', 'Powder Springs, Ga.']","['School', 'McEachern High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Auburn']"
60,"['Hometown', 'Chicago, Ill.']","['School', 'Prolific Prep']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas Tech']"
61,"['Hometown', 'Chicago, Ill.']","['School', 'Whitney Young High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
62,"['Hometown', 'Bell Buckle, Tenn.']","['School', 'The Webb School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Tennessee']"
63,"['Hometown', 'Chicago, Ill.']","['School', 'Morgan Park High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois']"
64,"['Hometown', 'Norfolk, Va.']","['School', 'IMG Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
65,"['Hometown', 'Pontiac, Mich.']","['School', 'Waterford Mott High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
66,"['Hometown', 'Houston, Texas']","['School', 'Duncanville High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas Tech']"
67,"['Hometown', 'Short Hills, N.J.']","['School', 'Blair Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia']"
68,"['Hometown', 'Mount Pleasant, Utah']","['School', 'Wasatch Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
69,"['Hometown', 'Hickory, N.C.']","['School', 'Moravian Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
70,"['Hometown', 'Brookville, N.Y.']","['School', 'Long Island Lutheran High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois']"
71,"['Hometown', 'Camden, N.J.']","['School', 'Camden High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
72,"['Hometown', 'Roebuck, S.C.']","['School', 'Dorman High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Clemson']"
73,"['Hometown', 'Norcross, Ga.']","['School', 'Norcross High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Auburn']"
74,"['Hometown', 'Brooklyn Park, Minn.']","['School', 'Park Center High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Baylor']"
75,"['Hometown', 'Richmond, Va.']","['School', 'Trinity Episcopal School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
76,"['Hometown', 'Chattanooga, Tenn.']","['School', 'Hamilton Heights Christian Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Florida']"
77,"['Hometown', 'Elizabeth, N.J.']","['School', 'The Patrick School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'UConn']"
78,"['Hometown', 'Phoenix, Ariz.']","['School', 'Hillcrest Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
79,"['Hometown', 'Henderson, Nev.']","['School', 'Liberty High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
80,"['Hometown', 'Coatesville, Pa.']","['School', 'Huntington Prep']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
81,"['Hometown', 'Katy, Texas']","['School', 'Morton Ranch High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Baylor']"
82,"['Hometown', 'Greensboro, N.C.']","['School', 'Greensboro Day School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'NC State']"
83,"['Hometown', 'Putnam, Conn.']","['School', 'Putnam Science Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas A&M']"
84,"['Hometown', 'Dickinson, Texas']","['School', 'Dickinson High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Houston']"
85,"['Hometown', 'Las Vegas, Nev.']","['School', 'Bishop Gorman High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
86,"['Hometown', 'Loganville, Ga.']","['School', 'Grayson High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'South Florida']"
87,"['Hometown', 'Richmond, Va.']","['School', 'Monacan High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Tech']"
88,"['Hometown', 'Jacksonville, Fla.']","['School', 'Hargrave Military Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Tennessee']"
89,"['Hometown', 'Little Rock, Ark.']","['School', 'Oak Hill Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas']"
90,"['Hometown', 'Mishawaka, Ind.']","['School', 'La Lumiere School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue']"
91,"['Hometown', 'Beverly, Mass.']","['School', 'Brewster Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miami']"
92,"['Hometown', 'Flint, Mich.']","['School', 'Beecher High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
93,"['Hometown', 'Indianapolis, Ind.']","['School', 'Lawrence Central High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas State']"
94,"['Hometown', 'Chatsworth, Calif.']","['School', 'Sierra Canyon High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'TCU']"
95,"['Hometown', 'Fort Smith, Ark.']","['School', 'Northside High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas']"
96,"['Hometown', 'Orchard Lake, Mich.']","['School', 'Saint Marys High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wisconsin']"
97,"['Hometown', 'Bowie, Md.']","['School', 'Oak Hill Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Tech']"
98,"['Hometown', 'Wolfeboro, N.H.']","['School', 'Brewster Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Boston College']"
99,"['Hometown', 'Las Vegas, Nev.']","['School', 'Bishop Gorman High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Stanford']"
