,hometown,high school,position,status
51,"['Hometown', 'Kinston, N.C.']","['School', 'Kinston High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
52,"['Hometown', 'Rice Lake, Wis.']","['School', 'Rice Lake High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette']"
53,"['Hometown', 'Centereach, N.Y.']","['School', 'Our Savior New American School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas']"
54,"['Hometown', 'Fort Wayne, Ind.']","['School', 'Homestead High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue']"
55,"['Hometown', 'Las Vegas, Nev.']","['School', 'Bishop Gorman High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
56,"['Hometown', 'Union, N.J.']","['School', 'Roselle Catholic High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
57,"['Hometown', 'Orlando, Fla.']","['School', 'Oak Ridge High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
58,"['Hometown', 'Chatsworth, Calif.']","['School', 'Findlay College Prep']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
59,"['Hometown', 'Columbia, S.C.']","['School', 'Spring Valley High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'South Carolina']"
60,"['Hometown', 'Cleveland, Ohio']","['School', 'Villa Angela-St. Joseph High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas']"
61,"['Hometown', 'Hamilton, N.J.']","['School', 'Trenton Catholic Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse']"
62,"['Hometown', 'Roxbury, Mass.']","['School', 'Brewster Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Connecticut']"
63,"['Hometown', 'Plano, Texas']","['School', 'Plano West High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas A&M']"
64,"['Hometown', 'Las Vegas, Nev.']","['School', 'Las Vegas High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
65,"['Hometown', 'Fort Lauderdale, Fla.']","['School', 'Cardinal Gibbons High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina State']"
66,"['Hometown', 'Bradenton, Fla.']","['School', 'Victory Rock Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
67,"['Hometown', 'Indianapolis, Ind.']","['School', 'La Lumiere School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois']"
68,"['Hometown', 'Ovilla, Texas']","['School', 'Triple A Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Baylor']"
69,"['Hometown', 'Temecula, Calif.']","['School', 'Brewster Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
70,"['Hometown', 'Baton Rouge, La.']","['School', 'Madison Prep Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
71,"['Hometown', 'Pembroke Pines, Fla.']","['School', 'The Sagemont School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
72,"['Hometown', 'Greenwich, Conn.']","['School', 'Brewster Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
73,"['Hometown', 'Saginaw, Mich.']","['School', 'Arthur Hill High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
74,"['Hometown', 'Houston, Texas']","['School', 'North Shore High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
75,"['Hometown', 'Seattle, Wash.']","['School', 'Rainier Beach High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Washington']"
76,"['Hometown', 'Rockwall, Texas']","['School', 'Rockwall High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
77,"['Hometown', 'Atlanta, Ga.']","['School', 'Montverde Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Washington']"
78,"['Hometown', 'Virginia Beach, Va.']","['School', 'Cape Henry Collegiate School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Tech']"
79,"['Hometown', 'Little Rock, Ark.']","['School', 'North Little Rock High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
80,"['Hometown', 'Sparta, N.J.']","['School', 'Pope John XXIII High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse']"
81,"['Hometown', 'Elk Grove, Calif.']","['School', 'Pleasant Grove High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Washington']"
82,"['Hometown', 'Lakeland, Fla.']","['School', 'Faith Baptist Christian Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Rutgers']"
83,"['Hometown', 'Chicago, Ill.']","['School', 'Simeon Career Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois']"
84,"['Hometown', 'Centerville, Ala.']","['School', 'Hargrave Military Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Auburn']"
85,"['Hometown', 'Dallas, Texas']","['School', 'James Madison High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas A&M']"
86,"['Hometown', 'Live Oak, Fla.']","['School', 'Suwannee High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
87,"['Hometown', 'Locust Grove, Ga.']","['School', 'Montverde Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wake Forest']"
88,"['Hometown', 'Fairfax, Va.']","['School', 'Oak Hill Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Penn State']"
89,"['Hometown', 'Pine Plains, N.Y.']","['School', 'New Hampton School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse']"
90,"['Hometown', 'Sun Prairie, Wis.']","['School', 'Sun Prairie High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State']"
91,"['Hometown', 'Dayton, Ohio']","['School', 'Dunbar High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
92,"['Hometown', 'Deerfield Beach, Fla.']","['School', 'Zion Lutheran Christian School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
93,"['Hometown', 'Chesterfield, Va.']","['School', 'Lloyd C. Bird High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
94,"['Hometown', 'Lowell, Mass.']","['School', 'Tilton School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida State']"
95,"['Hometown', 'North Hollywood, Calif.']","['School', 'Campbell Hall High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
96,"['Hometown', 'Philadelphia, Pa.']","['School', 'The Phelps School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Penn State']"
97,"['Hometown', 'Anaheim, Calif.']","['School', 'Mayfair High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
98,"['Hometown', 'Suitland, Md.']","['School', 'Paul VI High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse']"
99,"['Hometown', 'Haverford, Pa.']","['School', 'The Haverford School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Temple']"
