,hometown,high school,position,status
14,"['Hometown', 'Greenfield, Wis.']","['School', 'Whitnall High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
15,"['Hometown', 'Santa Monica, Calif.']","['School', 'Crossroads School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
16,"['Hometown', 'Providence, R.I.']","['School', ""St. Andrew's School""]","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova']"
17,"['Hometown', 'Chicago, Ill.']","['School', 'Morgan Park High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois']"
18,"['Hometown', 'Montclair, N.J.']","['School', 'Immaculate Conception High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse']"
19,"['Hometown', 'Seattle, Wash.']","['School', 'Rainier Beach High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC']"
20,"['Hometown', 'Greensboro, N.C.']","['School', 'Wesleyan Christian Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland']"
21,"['Hometown', 'San Diego, Calif.']","['School', 'Foothills Christian High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona State']"
22,"['Hometown', 'Hazel Green, Ala.']","['School', 'Hazel Green High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Alabama']"
23,"['Hometown', 'Cibolo, Texas']","['School', 'Byron P. Steele II High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
24,"['Hometown', 'Providence, R.I.']","['School', 'Cushing Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Providence']"
25,"['Hometown', 'Concord, N.C.']","['School', 'Cox Mill High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
26,"['Hometown', 'Williston, Fla.']","['School', 'IMG Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
27,"['Hometown', 'Roxbury, Mass.']","['School', 'Brimmer & May']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Providence']"
28,"['Hometown', 'Belgrade, Serbia, Europe']","['School', 'Montverde Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
29,"['Hometown', 'Concord, N.C.']","['School', 'Cannon School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Boston College']"
30,"['Hometown', 'East Lansing, Mich.']","['School', 'East Lansing High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan']"
31,"['Hometown', 'Grand Rapids, Mich.']","['School', 'Catholic Central High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
32,"['Hometown', 'Jersey City, N.J.']","['School', 'Hudson Catholic High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
33,"['Hometown', 'Chicago, Ill.']","['School', 'Simeon Career Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa State']"
34,"['Hometown', 'Portland, Ore.']","['School', 'Jefferson High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
35,"['Hometown', 'Norfolk, Va.']","['School', 'Oak Hill Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
36,"['Hometown', 'Inglewood, Calif.']","['School', 'Birmingham High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
37,"['Hometown', 'Saint James, Md.']","['School', 'Brewster Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Wake Forest']"
38,"['Hometown', 'Saint Louis, Mo.']","['School', 'Whitfield School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Missouri']"
39,"['Hometown', 'Cedar Falls, Iowa']","['School', 'Cedar Falls High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Northern Iowa']"
40,"['Hometown', 'Richfield, Ohio']","['School', 'Revere High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Northwestern']"
41,"['Hometown', 'Chula Vista, Calif.']","['School', 'Brewster Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
42,"['Hometown', 'Fayetteville, N.C.']","['School', 'Northwood Temple Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'NC State']"
43,"['Hometown', 'Mars, Pa.']","['School', 'Mars Area High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Notre Dame']"
44,"['Hometown', 'Belleville, Mich.']","['School', 'Belleville High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
45,"['Hometown', 'Cincinnati, Ohio']","['School', 'Moeller High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
46,"['Hometown', 'Miami, Fla.']","['School', 'Westwood Christian School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue']"
47,"['Hometown', 'Fairburn, Ga.']","['School', 'Langston Hughes High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Tech']"
48,"['Hometown', 'Austin, Texas']","['School', 'Westlake High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Baylor']"
49,"['Hometown', 'Wilmington, Del.']","['School', 'IMG Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland']"
50,"['Hometown', 'Mississauga, Ont., Canada']","['School', 'Montverde Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
51,"['Hometown', 'Norristown, Pa.']","['School', 'Westtown School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
52,"['Hometown', 'New Albany, Ind.']","['School', 'New Albany High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Indiana']"
53,"['Hometown', 'South Hill, Va.']","['School', 'Oak Hill Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
54,"['Hometown', 'Altamonte Springs, Fla.']","['School', 'IMG Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
55,"['Hometown', 'Columbus, N.J.']","['School', 'Hudson Catholic High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
56,"['Hometown', 'Cincinnati, Ohio']","['School', 'Princeton High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
57,"['Hometown', 'Briarwood, N.Y.']","['School', 'Archbishop Molloy High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
58,"['Hometown', 'Apple Valley, Minn.']","['School', 'Apple Valley High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
59,"['Hometown', 'Burlington, Ontario, Canada']","['School', 'Vermont Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Vanderbilt']"
60,"['Hometown', 'Lehigh Acres, Fla.']","['School', 'Oak Ridge High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
61,"['Hometown', 'Goldsboro, N.C.']","['School', 'Greenfield High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
62,"['Hometown', 'Havre De Grace, Md.']","['School', 'The John Carroll School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
63,"['Hometown', 'Norfolk, Va.']","['School', 'Oak Hill Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas']"
64,"['Hometown', 'Thomasville, Ga.']","['School', 'Thomasville High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Mississippi State']"
65,"['Hometown', 'Baton Rouge, La.']","['School', 'Scotlandville Magnet High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
66,"['Hometown', 'Roseville, Calif.']","['School', 'Prolific Prep']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Nevada']"
67,"['Hometown', 'Hinesville, Ga.']","['School', 'Oak Hill Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
68,"['Hometown', 'Rockledge, Fla.']","['School', 'Rockledge High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC']"
69,"['Hometown', 'Encino, Calif.']","['School', 'Crespi Carmelite High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
70,"['Hometown', 'Fayetteville, N.C.']","['School', 'Trinity Christian School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
71,"['Hometown', 'Macon, Ga.']","['School', 'Westside High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas Tech']"
72,"['Hometown', 'Orlando, Fla.']","['School', 'Montverde Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgia Tech']"
73,"['Hometown', 'Columbus, Miss.']","['School', 'Columbus High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Mississippi State']"
74,"['Hometown', 'Stevens Point, Wis.']","['School', 'Stevens Point Area Senior High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette']"
75,"['Hometown', 'Los Angeles, Calif.']","['School', 'Windward School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
76,"['Hometown', 'Fairfax, Va.']","['School', 'Paul VI High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova']"
77,"['Hometown', 'Northfield, Mass.']","['School', 'Northfield-Mt. Hermon School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Notre Dame']"
78,"['Hometown', 'Normal, Ill.']","['School', 'Normal Community West High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oregon']"
79,"['Hometown', 'Saint Paul, Minn.']","['School', 'Cretin-Derham Hall High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Minnesota']"
80,"['Hometown', 'Webster Groves, Mo.']","['School', 'Webster Groves High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
81,"['Hometown', 'Houston, Texas']","['School', 'Kinkaid School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
82,"['Hometown', 'Youngstown, Ohio']","['School', 'Brewster Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'West Virginia']"
83,"['Hometown', 'New York, N.Y.']","['School', 'Milton Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Stanford']"
84,"['Hometown', 'Pickerington, Ohio']","['School', 'Pickerington North High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Indiana']"
85,"['Hometown', 'Charleston, S.C.']","['School', 'Porter-Gaud School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Vanderbilt']"
86,"['Hometown', 'Clarkston, Mich.']","['School', 'Clarkston High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan State']"
87,"['Hometown', 'Owings Mills, Md.']","['School', 'McDonogh School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
88,"['Hometown', 'Saint Louis, Mo.']","['School', 'Webster Groves High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Saint Louis']"
89,"['Hometown', 'Muscatine, Iowa']","['School', 'Muscatine High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Iowa']"
90,"['Hometown', 'Windsor, Conn.']","['School', 'Loomis Chaffee School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Stanford']"
91,"['Hometown', 'Upper Arlington, Ohio']","['School', 'Upper Arlington High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Notre Dame']"
92,"['Hometown', 'Rock Hill, S.C.']","['School', 'York Prep Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Tennessee']"
93,"['Hometown', 'Seattle, Wash.']","['School', 'Garfield High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC']"
94,"['Hometown', 'Kaukauna, Wis.']","['School', 'Kaukauna High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'West Virginia']"
95,"['Hometown', 'Reserve, La.']","['School', 'Riverside Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Baylor']"
96,"['Hometown', 'Upper Marlboro, Md.']","['School', 'Rock Creek Christian Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Rhode Island']"
97,"['Hometown', 'Little Rock, Ark.']","['School', 'Parkview Arts & Science Magnet High']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas']"
98,"['Hometown', 'Detroit, Mich.']","['School', 'East English Village Prep Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Michigan']"
99,"['Hometown', 'Torrance, Calif.']","['School', 'Bishop Montgomery High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UCLA']"
