,hometown,high school,position,status
38,"['Hometown', 'Tallahassee, Fla.']","['School', 'James S. Rickards High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Commonwealth']"
39,"['Hometown', 'Weymouth, Mass.']","['School', 'Brewster Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Rhode Island']"
40,"['Hometown', 'San Diego, Calif.']","['School', 'Saint Augustine High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'San Diego State']"
41,"['Hometown', 'Green Bay, Wis.']","['School', 'Seymour High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Marquette']"
42,"['Hometown', 'Denver, Colo.']","['School', 'Denver East High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Colorado']"
43,"['Hometown', 'Piedmont, Ala.']","['School', 'Hokes Bluff High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue']"
44,"['Hometown', 'Middletown, Ohio']","['School', 'Middletown High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Purdue']"
45,"['Hometown', 'Mocksville, N.C.']","['School', 'Oak Hill Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina State']"
46,"['Hometown', 'Albertville, Ala.']","['School', 'Albertville High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Alabama']"
47,"['Hometown', 'Mesa, Ariz.']","['School', 'Mountain View High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Brigham Young']"
48,"['Hometown', 'Redford, Mich.']","['School', 'Pershing High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Commonwealth']"
49,"['Hometown', 'Chicago, Ill.']","['School', 'Whitney Young High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
50,"['Hometown', 'Chicago, Ill.']","['School', 'Curie High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas']"
51,"['Hometown', 'Dallas, Texas']","['School', 'Prime Prep Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
52,"['Hometown', 'Fullerton, Calif.']","['School', 'Mater Dei High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
53,"['Hometown', 'Metuchen, N.J.']","['School', 'St. Joseph High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
54,"['Hometown', 'Richmond, Texas']","['School', 'Findlay College Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kansas']"
55,"['Hometown', 'Louisville, Ky.']","['School', 'Montverde Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Ohio State']"
56,"['Hometown', 'Houston, Texas']","['School', ""Saint John's High School""]","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
57,"['Hometown', 'Apopka, Fla.']","['School', 'Lake Highland Prep']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina']"
58,"['Hometown', 'Golden Valley, Minn.']","['School', 'Findlay College Prep']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UNLV']"
59,"['Hometown', 'Jacksonville, Fla.']","['School', 'Providence School of Jacksonville']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Duke']"
60,"['Hometown', 'Chesterfield, Va.']","['School', 'Christchurch School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
61,"['Hometown', 'Matteson, Ill.']","['School', 'Marian Catholic High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Kentucky']"
62,"['Hometown', 'Minneapolis, Minn.']","['School', 'De La Salle High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Stanford']"
63,"['Hometown', 'Upper Marlboro, Md.']","['School', ""Bishop O'Connell High School""]","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland']"
64,"['Hometown', 'Gaffney, S.C.']","['School', 'Gaffney High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgetown']"
65,"['Hometown', 'Seattle, Wash.']","['School', 'Rainier Beach High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Louisville']"
66,"['Hometown', 'Jacksonville, Fla.']","['School', 'Arlington Country Day School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Florida']"
67,"['Hometown', 'New Orleans, La.']","['School', 'Findlay College Prep']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arizona']"
68,"['Hometown', 'Baltimore, Md.']","['School', 'St. Frances Academy']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UNLV']"
69,"['Hometown', 'Rancho Cucamonga, Calif.']","['School', 'Etiwanda High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC']"
70,"['Hometown', 'Evansville, Ind.']","['School', 'Huntington Prep']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tUndeclared\n\t\t\t\t\t\t\t\t']"
71,"['Hometown', 'Memphis, Tenn.']","['School', 'White Station High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Illinois']"
72,"['Hometown', 'Indianapolis, Ind.']","['School', 'Park Tudor School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Xavier']"
73,"['Hometown', 'Bronx, N.Y.']","['School', 'The Patrick School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Seton Hall']"
74,"['Hometown', 'Nashua, N.H.']","['School', 'Cushing Academy']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Syracuse']"
75,"['Hometown', 'Oxon Hill, Md.']","['School', 'Potomac High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Maryland']"
76,"['Hometown', 'Augusta, Ga.']","['School', 'Aquinas High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Virginia Tech']"
77,"['Hometown', 'Denver, Colo.']","['School', 'Huntington Prep']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Gonzaga']"
78,"['Hometown', 'Philadelphia, Pa.']","['School', 'Neumann-Goretti High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Miami (FL)']"
79,"['Hometown', 'Garland, Texas']","['School', 'Lakeview Centennial High School']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'LSU']"
80,"['Hometown', 'Mocksville, N.C.']","['School', 'Oak Hill Academy']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'North Carolina State']"
81,"['Hometown', 'Plantersville, Ala.']","['School', 'Dallas County High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'UAB']"
82,"['Hometown', 'South Holland, Ill.']","['School', 'Saint Rita High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Northwestern']"
83,"['Hometown', 'Snellville, Ga.']","['School', 'Elev8 Basketball Academy']","['Position', 'Center']","['Status ', '\n\t\t\t\t\t\t\t\tCommitted ', 'Auburn']"
84,"['Hometown', 'Dayton, Ohio']","['School', 'Montverde Academy']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Virginia Tech']"
85,"['Hometown', 'Jacksonville, Fla.']","['School', 'Arlington Country Day School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Oklahoma']"
86,"['Hometown', 'Tifton, Ga.']","['School', 'Tift County High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Georgia Tech']"
87,"['Hometown', 'Birmingham, Ala.']","['School', 'Wenonah High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Alabama']"
88,"['Hometown', 'Detroit, Mich.']","['School', 'Detroit Country Day School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Xavier']"
89,"['Hometown', 'Mission Viejo, Calif.']","['School', 'Mission Viejo High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Boise State']"
90,"['Hometown', 'Malvern, Pa.']","['School', 'Great Valley High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova']"
91,"['Hometown', 'Franklin, Tenn.']","['School', 'Huntington Prep']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Providence']"
92,"['Hometown', 'Saint Louis, Mo.']","['School', 'Christian Brothers College High School']","['Position', 'Small Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Texas']"
93,"['Hometown', 'Phoenix, Ariz.']","['School', 'South Mountain High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'San Diego State']"
94,"['Hometown', 'North Little Rock, Ark.']","['School', 'Parkview Arts & Science Magnet High']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Arkansas']"
95,"['Hometown', 'Baltimore, Md.']","['School', 'Mount St. Joseph High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Villanova']"
96,"['Hometown', 'Los Angeles, Calif.']","['School', 'Westchester High School']","['Position', 'Shooting Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'USC']"
97,"['Hometown', 'Brookfield, Wis.']","['School', 'Brookfield Central High School']","['Position', 'Point Guard']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Vanderbilt']"
98,"['Hometown', 'Chicago, Ill.']","['School', 'Morgan Park High School']","['Position', 'Power Forward']","['Status ', '\n\t\t\t\t\t\t\t\tSigned ', 'Bradley']"
